country,region,population,article_title,revision_id,article_quality
Morocco,NORTHERN AFRICA,36.7,Abdellatif Zeroual,1074290663,Stub
Morocco,NORTHERN AFRICA,36.7,Mohamed El Fassi,1077154633,Start
Morocco,NORTHERN AFRICA,36.7,Mustapha Bakkoury,1081989390,C
Morocco,NORTHERN AFRICA,36.7,Omar Benjelloun,1082283546,Start
Morocco,NORTHERN AFRICA,36.7,Fatima Marouan,1085899467,Start
Morocco,NORTHERN AFRICA,36.7,Mohammed al-Hajj ibn Abu Bakr al-Dila'i,1090172051,Start
Morocco,NORTHERN AFRICA,36.7,Fathallah Sijilmassi,1095503216,Start
Morocco,NORTHERN AFRICA,36.7,Mohamed Haddou Chiguer,1096062110,Stub
Morocco,NORTHERN AFRICA,36.7,Miloud Chaabi,1100817341,C
Morocco,NORTHERN AFRICA,36.7,Mehdi Ben Barka,1101973891,C
Morocco,NORTHERN AFRICA,36.7,Mahjoubi Aherdane,1102542542,Start
Morocco,NORTHERN AFRICA,36.7,Abdelaziz El Omari,1103094488,Start
Morocco,NORTHERN AFRICA,36.7,Mohamed Benchaaboun,1105246740,Start
Morocco,NORTHERN AFRICA,36.7,Abdellah Kadiri,1108478313,Start
Morocco,NORTHERN AFRICA,36.7,M'hamed Boucetta,1112085455,Stub
Morocco,NORTHERN AFRICA,36.7,Brahim Zniber,1113578009,C
Morocco,NORTHERN AFRICA,36.7,Rochdi Chraibi,917898941,Stub
Morocco,NORTHERN AFRICA,36.7,Abdelkrim Motii,956960749,Stub
Morocco,NORTHERN AFRICA,36.7,Abdelwahed Radi,996655646,Stub
Morocco,NORTHERN AFRICA,36.7,Mohammed Allal Sinaceur,1047221771,Start
Morocco,NORTHERN AFRICA,36.7,Ilyas El Omari,1050980468,Stub
Morocco,NORTHERN AFRICA,36.7,Mohammed Sajid (politician),1053936172,Stub
Morocco,NORTHERN AFRICA,36.7,Yassir Znagui,1058407241,Stub
Morocco,NORTHERN AFRICA,36.7,Mohammed al-Makki al-Nasiri,1088024038,Stub
Morocco,NORTHERN AFRICA,36.7,Muhammad al-Kattani,1088340779,GA
Morocco,NORTHERN AFRICA,36.7,Zoulikha Nasri,1091797485,Start
Morocco,NORTHERN AFRICA,36.7,Mohammed Kabbaj,1094200694,Stub
Morocco,NORTHERN AFRICA,36.7,Sidi al-Ayachi,1095623946,Start
Morocco,NORTHERN AFRICA,36.7,Khalid Naciri,1097940143,Stub
Morocco,NORTHERN AFRICA,36.7,Mohammed Ziane,1097940843,Start
Morocco,NORTHERN AFRICA,36.7,Mohamed Belhassan Wazzani,1101462823,Start
Morocco,NORTHERN AFRICA,36.7,Mohand Laenser,1110541676,Stub
Morocco,NORTHERN AFRICA,36.7,Khnata bent Bakkar,1112728253,C
Morocco,NORTHERN AFRICA,36.7,Mohamed Sadiki,1112864122,Stub
Morocco,NORTHERN AFRICA,36.7,Mohammed VI of Morocco,1113314439,B
Morocco,NORTHERN AFRICA,36.7,Mohamed Mehdi Bensaid,1115789792,Stub
Morocco,NORTHERN AFRICA,36.7,Nasser Zefzafi,1115903038,C
Sudan,NORTHERN AFRICA,46.9,Bishop Philip Abbas Ghaboush,1012661225,Stub
Sudan,NORTHERN AFRICA,46.9,Osman Kebir,1025563424,Stub
Sudan,NORTHERN AFRICA,46.9,George Kongor Arop,1026498747,Stub
Sudan,NORTHERN AFRICA,46.9,Theophilus Ochang,1026899751,Start
Sudan,NORTHERN AFRICA,46.9,Santino Deng Teng,1033617848,Start
Sudan,NORTHERN AFRICA,46.9,Alhaj Adam Yousef,1040529764,Stub
Sudan,NORTHERN AFRICA,46.9,Muhammad Sharif (Kalifa),1050319332,Start
Sudan,NORTHERN AFRICA,46.9,Ibrahim Balandiya,1055831182,Stub
Sudan,NORTHERN AFRICA,46.9,Mirghani Alnasri,1059686019,Stub
Sudan,NORTHERN AFRICA,46.9,Daud Bolad,1061629688,C
Sudan,NORTHERN AFRICA,46.9,Muhammad Nadi Pasha,1073123086,Start
Sudan,NORTHERN AFRICA,46.9,Abdul-Hamid Musa Kasha,1073676200,Stub
Sudan,NORTHERN AFRICA,46.9,Ali wad Hilu,1085011367,Start
Sudan,NORTHERN AFRICA,46.9,Abdallahi ibn Muhammad,1092462251,GA
Sudan,NORTHERN AFRICA,46.9,Abdel Halim Muhammad,1095715393,Stub
Sudan,NORTHERN AFRICA,46.9,Amin Mekki Medani,1098277987,C
Sudan,NORTHERN AFRICA,46.9,Muhammad Sa'id al-Qaddal,1100493448,C
Sudan,NORTHERN AFRICA,46.9,Tahani Abdalla Attia Gasmalla,1102528472,Stub
Sudan,NORTHERN AFRICA,46.9,Ahmed Diraige,1103941566,C
Sudan,NORTHERN AFRICA,46.9,Eliaba James Surur,1104223419,Start
Sudan,NORTHERN AFRICA,46.9,Malik Agar,1105457485,Start
Sudan,NORTHERN AFRICA,46.9,Shartai Jaafar Abdel Hakam,1105520433,Stub
Sudan,NORTHERN AFRICA,46.9,Simon Makwac Mayen,1106184658,Stub
Sudan,NORTHERN AFRICA,46.9,Al Taib Mustafa,1106782827,Start
Sudan,NORTHERN AFRICA,46.9,Jimmy Lemi Milla,1110668092,Start
Sudan,NORTHERN AFRICA,46.9,Ibrahim El-Salahi,1114079134,C
Sudan,NORTHERN AFRICA,46.9,Ja'afar Abdul El Hakh,789974403,Stub
Sudan,NORTHERN AFRICA,46.9,Saeed Madibo,894929684,Stub
Sudan,NORTHERN AFRICA,46.9,Samuel Aru Bol,919521306,Start
Sudan,NORTHERN AFRICA,46.9,Adil Abdel Aati,961560512,C
Sudan,NORTHERN AFRICA,46.9,Salih Mahmoud Osman,986231936,Start
Sudan,NORTHERN AFRICA,46.9,Zakaria Chol Gideon Gakmar,1002869856,Stub
Sudan,NORTHERN AFRICA,46.9,Yusuf al-Ajab,1082923942,Start
Tunisia,NORTHERN AFRICA,11.8,Ali Bach Hamba,1058096753,Start
Tunisia,NORTHERN AFRICA,11.8,Ahmed Ben Salah,1061990220,C
Tunisia,NORTHERN AFRICA,11.8,Ali Chaouch,1101144527,Start
Tunisia,NORTHERN AFRICA,11.8,Ahmad ibn Abi Diyaf,1111867713,B
Tunisia,NORTHERN AFRICA,11.8,Chedly Ayari,1114437741,C
Tunisia,NORTHERN AFRICA,11.8,Ibrahim Kassas,1006730604,Stub
Tunisia,NORTHERN AFRICA,11.8,Mohamed Salah Fliss,1021846452,C
Tunisia,NORTHERN AFRICA,11.8,Habib Achour,1029574553,Stub
Tunisia,NORTHERN AFRICA,11.8,Ferjani Bel Haj Ammar,1030173862,Stub
Tunisia,NORTHERN AFRICA,11.8,Mekki Aloui,1041433441,Stub
Tunisia,NORTHERN AFRICA,11.8,Selma Baccar,1044685883,C
Tunisia,NORTHERN AFRICA,11.8,Mohamed Hechmi Hamdi,1046545949,Start
Tunisia,NORTHERN AFRICA,11.8,Zouhair Maghzaoui,1049597900,Stub
Tunisia,NORTHERN AFRICA,11.8,Mahmoud Ben Ayed,1050087390,C
Tunisia,NORTHERN AFRICA,11.8,Mohamed Masmoudi,1061142712,Stub
Tunisia,NORTHERN AFRICA,11.8,Tarak Mekki,1061580986,Start
Tunisia,NORTHERN AFRICA,11.8,Radhia Haddad,1069945711,Start
Tunisia,NORTHERN AFRICA,11.8,Mezri Haddad,1073970528,C
Tunisia,NORTHERN AFRICA,11.8,Nebiha Gueddana,1081299179,C
Tunisia,NORTHERN AFRICA,11.8,Mustapha Masmoudi,1090592661,Stub
Tunisia,NORTHERN AFRICA,11.8,Ghazi Chaouachi,1094076051,Stub
Tunisia,NORTHERN AFRICA,11.8,Kamel Jendoubi,1096588426,C
Tunisia,NORTHERN AFRICA,11.8,Mohamed Charfi,1098183988,Start
Tunisia,NORTHERN AFRICA,11.8,Othman Kechrid,1098427519,Start
Tunisia,NORTHERN AFRICA,11.8,Mohamed Nejib Berriche,1100422221,Stub
Tunisia,NORTHERN AFRICA,11.8,Ahmed Tlili,1100681508,C
Tunisia,NORTHERN AFRICA,11.8,Yadh Ben Achour,1101801981,Start
Tunisia,NORTHERN AFRICA,11.8,Seifeddine Makhlouf,1102503035,Stub
Tunisia,NORTHERN AFRICA,11.8,Mohamed Ghannouchi,1102676192,C
Tunisia,NORTHERN AFRICA,11.8,Faten Kallel,1104318224,Start
Tunisia,NORTHERN AFRICA,11.8,Mohamed Messaoud Chebbi,1105924035,Stub
Tunisia,NORTHERN AFRICA,11.8,Selma Hédia Mabrouk,1106121277,GA
Tunisia,NORTHERN AFRICA,11.8,Slaheddine Maaoui,1106829472,Start
Tunisia,NORTHERN AFRICA,11.8,Leila Ben-Gacem,1106842255,C
Tunisia,NORTHERN AFRICA,11.8,Ahmed Mestiri,1107510416,Stub
Tunisia,NORTHERN AFRICA,11.8,Omezzine Khelifa,1108838195,Start
Tunisia,NORTHERN AFRICA,11.8,Rached Ghannouchi,1109470504,GA
Tunisia,NORTHERN AFRICA,11.8,Mounir Baatour,1110930036,Start
Tunisia,NORTHERN AFRICA,11.8,Mahmoud Djellouli,1114898394,Start
Tunisia,NORTHERN AFRICA,11.8,Abir Moussi,1115897476,C
Tunisia,NORTHERN AFRICA,11.8,Sadok Ghileb,861531572,Stub
Tunisia,NORTHERN AFRICA,11.8,Mohamed Larbi Zarrouk,1024945176,Start
Tunisia,NORTHERN AFRICA,11.8,Saïda Sassi,1049417844,C
Tunisia,NORTHERN AFRICA,11.8,Ali Zouaoui,1061578606,Stub
Tunisia,NORTHERN AFRICA,11.8,Béchir Sfar,1065301288,GA
Tunisia,NORTHERN AFRICA,11.8,Salah Farhat,1080735914,C
Tunisia,NORTHERN AFRICA,11.8,Mahmud Qabadu,1085035197,B
Tunisia,NORTHERN AFRICA,11.8,Tahar Zaouche,1086366147,Start
Tunisia,NORTHERN AFRICA,11.8,Mustapha Saheb Ettabaa,1097001600,Start
Tunisia,NORTHERN AFRICA,11.8,Tahar Sfar,1098187195,C
Tunisia,NORTHERN AFRICA,11.8,Giuseppe Raffo,1100063840,C
Tunisia,NORTHERN AFRICA,11.8,Nizar Ben Néji,1106907647,Start
Tunisia,NORTHERN AFRICA,11.8,Imed Trabelsi,1109307513,C
Tunisia,NORTHERN AFRICA,11.8,Naceur Ben Jaâfar,994431648,C
Benin,WESTERN AFRICA,13.4,Joachim Dahissiho,1029448695,Stub
Benin,WESTERN AFRICA,13.4,Maximilien Quenum-Possy-Berry,1043722585,Start
Benin,WESTERN AFRICA,13.4,Adrien Degbey,1061050724,C
Benin,WESTERN AFRICA,13.4,Arouna Mama,1065903499,Start
Benin,WESTERN AFRICA,13.4,Francis Covi,1067482687,Stub
Benin,WESTERN AFRICA,13.4,Michel Ahouanmènou,1082795168,Start
Benin,WESTERN AFRICA,13.4,Jules-Armand Aniambossou,1083426767,Start
Benin,WESTERN AFRICA,13.4,Assogba Oké,1086957528,Start
Benin,WESTERN AFRICA,13.4,Moussa Okanla,1090050440,Start
Benin,WESTERN AFRICA,13.4,Louis Ignacio-Pinto,1092475356,Stub
Benin,WESTERN AFRICA,13.4,Arnauld Antoine Akodjènou,1096094495,C
Benin,WESTERN AFRICA,13.4,Luc Gnacadja,1105462246,C
Benin,WESTERN AFRICA,13.4,Louis Hunkanrin,1115896477,C
Benin,WESTERN AFRICA,13.4,Émile Poisson,1084137581,Stub
Benin,WESTERN AFRICA,13.4,Pascal Chabi Kao,1085346521,Start
Benin,WESTERN AFRICA,13.4,Nicéphore Soglo,1095045396,GA
Benin,WESTERN AFRICA,13.4,Paul Hazoumé,1103078061,Start
Burkina Faso,WESTERN AFRICA,22.7,Mamadou Ouédraogo,1021835192,Stub
Burkina Faso,WESTERN AFRICA,22.7,Begnon-Damien Kone,1026369404,Stub
Burkina Faso,WESTERN AFRICA,22.7,Blaise Bassoleth,1050043776,Stub
Burkina Faso,WESTERN AFRICA,22.7,Emile Ilboudo,1053332274,Stub
Burkina Faso,WESTERN AFRICA,22.7,Frédéric Guirma,1053332359,Stub
Burkina Faso,WESTERN AFRICA,22.7,Elise Foniyama Thiombioano Ilboudo,1062255717,Stub
Burkina Faso,WESTERN AFRICA,22.7,Boureima Badini,1066047125,Start
Burkina Faso,WESTERN AFRICA,22.7,Kouamé Lougué,1066098405,Stub
Burkina Faso,WESTERN AFRICA,22.7,Filippe Savadogo,1099231025,Stub
Burkina Faso,WESTERN AFRICA,22.7,Jean-Baptiste Ouédraogo,1105203937,FA
Burkina Faso,WESTERN AFRICA,22.7,Maurice Yaméogo,1105869651,FA
Burkina Faso,WESTERN AFRICA,22.7,François Compaoré,1108463297,Start
Burkina Faso,WESTERN AFRICA,22.7,Joséphine Ki-Zerbo,1108677667,Stub
Burkina Faso,WESTERN AFRICA,22.7,Jean-Baptiste Natama,1115090605,Stub
Burkina Faso,WESTERN AFRICA,22.7,Diongolo Traore,861250146,Stub
Burkina Faso,WESTERN AFRICA,22.7,Daniel Ouezzin Coulibaly,918075025,Stub
Burkina Faso,WESTERN AFRICA,22.7,Christophe Kalenzaga,951757578,Start
Burkina Faso,WESTERN AFRICA,22.7,Zinda Kaboré,1050917887,Stub
Burkina Faso,WESTERN AFRICA,22.7,Nouhoun Sigue,1053333064,Stub
Burkina Faso,WESTERN AFRICA,22.7,Toubé Clément Dakio,1053333514,Stub
Burkina Faso,WESTERN AFRICA,22.7,Saye Zerbo,1067927039,Start
Burkina Faso,WESTERN AFRICA,22.7,Nazi Boni,1076793254,Start
Burkina Faso,WESTERN AFRICA,22.7,Pargui Emile Paré,1109114806,Stub
Cape Verde,WESTERN AFRICA,0.6,Abraão Vicente,1059495714,Stub
Cape Verde,WESTERN AFRICA,0.6,Fernando Elísio Freire,1069455161,Start
Cape Verde,WESTERN AFRICA,0.6,José Manuel Gomes Andrade,1081053284,Stub
Cape Verde,WESTERN AFRICA,0.6,Carlos de Vasconcelos,1093959761,Start
Cape Verde,WESTERN AFRICA,0.6,Arlindo do Rosário,1101613422,Stub
Cape Verde,WESTERN AFRICA,0.6,Gilberto Correia Carvalho Silva,1101613548,Stub
Cape Verde,WESTERN AFRICA,0.6,Honório Barreto,973826987,Start
Cape Verde,WESTERN AFRICA,0.6,Luís Filipe Tavares,1065001801,Start
Cape Verde,WESTERN AFRICA,0.6,Pedro Fernandes Lopes,1084646808,C
Cape Verde,WESTERN AFRICA,0.6,Paulo Rocha (Cape Verde politician),1093958730,Stub
Cote d'Ivoire,WESTERN AFRICA,28.2,Loubo Augustin Djessou,1055941458,Stub
Cote d'Ivoire,WESTERN AFRICA,28.2,Kaba Nialé,1096406056,Start
Cote d'Ivoire,WESTERN AFRICA,28.2,Jean-Jacques Béchio,1097445644,Stub
Cote d'Ivoire,WESTERN AFRICA,28.2,Marcel Zadi Kessy,1101937624,Start
Cote d'Ivoire,WESTERN AFRICA,28.2,Kandia Camara,1103563722,Start
Cote d'Ivoire,WESTERN AFRICA,28.2,Michel Gueu,1107654367,C
Cote d'Ivoire,WESTERN AFRICA,28.2,Charles Koffi Diby,1108506945,Stub
Cote d'Ivoire,WESTERN AFRICA,28.2,Laurent Dona Fologo,1114825081,Stub
Cote d'Ivoire,WESTERN AFRICA,28.2,Sidi Tiémoko Touré,1091776866,C
Cote d'Ivoire,WESTERN AFRICA,28.2,Étienne Djaument,1102789374,Stub
Cote d'Ivoire,WESTERN AFRICA,28.2,Sékou Sanogo,994546487,Stub
Gambia,WESTERN AFRICA,2.7,Abdoulie Bojang,1009847235,Stub
Gambia,WESTERN AFRICA,2.7,Lamin Saine,1018074300,Start
Gambia,WESTERN AFRICA,2.7,Alieu Badara Njie,1021130685,Start
Gambia,WESTERN AFRICA,2.7,Amadou Scattred Janneh,1059365217,C
Gambia,WESTERN AFRICA,2.7,Lucretia St. Clair Joof,1063074971,Stub
Gambia,WESTERN AFRICA,2.7,Fabakary Jatta,1086017014,Start
Gambia,WESTERN AFRICA,2.7,Amie Bojang-Sissoho,1088360793,Start
Gambia,WESTERN AFRICA,2.7,Ajaaratou Satang Jow,1096298330,Stub
Gambia,WESTERN AFRICA,2.7,Joseph Henry Joof,1099209990,Stub
Gambia,WESTERN AFRICA,2.7,Basiru Mahoney,1099211698,Start
Gambia,WESTERN AFRICA,2.7,Abou Karamba Kassamba,1109005014,Stub
Gambia,WESTERN AFRICA,2.7,Buba Samura,1109005820,Stub
Gambia,WESTERN AFRICA,2.7,Alieu Badara Saja Taal,1112551276,Stub
Gambia,WESTERN AFRICA,2.7,Fatou Sanyang Kinteh,1112551531,Start
Gambia,WESTERN AFRICA,2.7,Mai Fatty,1113100028,Stub
Gambia,WESTERN AFRICA,2.7,Kunda Kamara,1113498194,Stub
Gambia,WESTERN AFRICA,2.7,Modou Bamba Gaye,1009847195,Stub
Gambia,WESTERN AFRICA,2.7,Muhammed Magassy,1009849522,Start
Gambia,WESTERN AFRICA,2.7,Omar Gassama,1061724992,Stub
Gambia,WESTERN AFRICA,2.7,Momodou Sabally,1091668111,Stub
Gambia,WESTERN AFRICA,2.7,Pap Cheyassin Secka,1112373531,C
Ghana,WESTERN AFRICA,33.5,John Hope Smith,1041213534,Start
Ghana,WESTERN AFRICA,33.5,Joseph Adjei Buadi,1061628478,Start
Ghana,WESTERN AFRICA,33.5,G. A. K. Dzansi,1070814156,Start
Ghana,WESTERN AFRICA,33.5,Daniel Alolga Akata Pore,1073036835,Stub
Ghana,WESTERN AFRICA,33.5,John Kofi Barku Tettegah,1073037069,C
Ghana,WESTERN AFRICA,33.5,Dan Lartey,1073037101,Start
Ghana,WESTERN AFRICA,33.5,George Boakye,1073797199,Start
Ghana,WESTERN AFRICA,33.5,Joshua Makubu,1077828963,Start
Ghana,WESTERN AFRICA,33.5,Kofi Batsa,1087765660,Start
Ghana,WESTERN AFRICA,33.5,Ato Austin,1093114915,Start
Ghana,WESTERN AFRICA,33.5,Alhaji Umar B. Bodinga,1093130635,Stub
Ghana,WESTERN AFRICA,33.5,Frederick Nanka-Bruce,1101467306,Start
Ghana,WESTERN AFRICA,33.5,Agyen Kokobo,1103370225,Start
Ghana,WESTERN AFRICA,33.5,J. E. Casely Hayford,1105203777,C
Ghana,WESTERN AFRICA,33.5,John Mensah Sarbah,1105403308,C
Ghana,WESTERN AFRICA,33.5,Dickson Adomako Kissi,1105487488,Start
Ghana,WESTERN AFRICA,33.5,Benjamin Quartey-Papafio,1107694631,B
Ghana,WESTERN AFRICA,33.5,Emmanuel Kwamina Crentsil,1109989757,Stub
Ghana,WESTERN AFRICA,33.5,Daniel Buadi,1109993134,Start
Ghana,WESTERN AFRICA,33.5,Ekow Daniels,1113264331,Stub
Ghana,WESTERN AFRICA,33.5,Cornelius Dartey Tay,1114123502,Stub
Ghana,WESTERN AFRICA,33.5,Chris Bukari Atim,959224438,Stub
Ghana,WESTERN AFRICA,33.5,Vincent Kwabena Damuah,1028775193,C
Ghana,WESTERN AFRICA,33.5,Yaw Owusu Addo,1065923425,Stub
Ghana,WESTERN AFRICA,33.5,Nana Oye Mansa Yeboaa,1073037291,Start
Ghana,WESTERN AFRICA,33.5,John van der Puije,1075906576,C
Ghana,WESTERN AFRICA,33.5,Nana Agyenim Boateng,1093130645,Stub
Ghana,WESTERN AFRICA,33.5,Shani Alhassan Saibu,1093131797,Stub
Ghana,WESTERN AFRICA,33.5,Larry Bimi,1098579767,Stub
Ghana,WESTERN AFRICA,33.5,Ofusu Kwabi,1103370473,Stub
Ghana,WESTERN AFRICA,33.5,Kofi Koranteng,1105318021,C
